Name,Completion Date (B1),Lifecycle Cost ($M),Planned Cost ($ M),Projected/Actual Cost ($ M)
Department of Homeland Security,2012-09-30,0.12,0.12,0.556
Department of Homeland Security,2012-09-30,6.57,6.57,6.764
Department of Homeland Security,2012-09-30,18,18,20.8
Department of Homeland Security,2012-06-27,1.338,1.338,1.338
Department of Homeland Security,2011-08-25,0.523,0.317,0.317
Department of Homeland Security,2017-01-10,15.45,6.882,6.443
Department of Homeland Security,2013-07-19,50.281,30.168,30.168
Department of Homeland Security,2017-09-30,43.2,7.843,7.843
Department of Homeland Security,2017-09-30,8.3,1.4,1.4
Department of Homeland Security,2019-09-30,9.397,0.581,0.581
Department of Homeland Security,2019-09-30,9.397,1.504,1.282
Department of Homeland Security,2019-09-30,24.444,3.257,1.116
Department of Homeland Security,2019-09-30,24.444,2.356,1.442
Department of Homeland Security,2019-09-30,16.612,2.464,2.464
Department of Homeland Security,2019-09-30,16.612,4.562,3.576
Department of Homeland Security,2019-09-30,4.735,0.836,0.836
Department of Homeland Security,2019-09-30,10.602,1.75,1.751
Department of Homeland Security,2019-09-30,8.651,1.864,2.16
Department of Homeland Security,2019-09-30,6.29,1.38,1.174
Department of Homeland Security,2016-09-30,76.44,12.68,11.738
Department of Homeland Security,2016-09-30,33.53,5,5
Department of Homeland Security,2016-09-30,76.55,6.303,6.303
Department of Homeland Security,2016-09-30,24.58,3.327,3.325
Department of Homeland Security,2014-09-30,25,10,10
Department of Homeland Security,2017-09-30,65.82,4.5,4.5
